Date,Category,Category_id,Price,Weight,Indent,Parent,Parent_ID
2019-11-15,Juices and nonalcoholic drinks,8886.0,133.336,0.633,4.0,Nonalcoholic beverages and beverage materials,6387.0
2019-11-15,Carbonated drinks,6104.0,170.968,0.267,5.0,Juices and nonalcoholic drinks,8886.0
2019-11-15,Frozen noncarbonated juices and drinks,8552.0,175.654,0.009,5.0,Juices and nonalcoholic drinks,8886.0
2019-11-15,Nonfrozen noncarbonated juices and drinks,7335.0,119.96,0.358,5.0,Juices and nonalcoholic drinks,8886.0
2019-11-15,Beverage materials including coffee and tea,7177.0,117.364,0.251,4.0,Nonalcoholic beverages and beverage materials,6387.0
2019-11-15,Coffee,6082.0,195.252,0.161,5.0,Beverage materials including coffee and tea,7177.0
2019-11-15,Roasted coffee,1986.0,203.782,0.0805,6.0,Coffee,6082.0
2019-11-15,Instant and freeze dried coffee,4343.0,187.462,0.0805,6.0,Coffee,6082.0
2019-11-15,Other beverage materials including tea,7028.0,130.633,0.09,5.0,Beverage materials including coffee and tea,7177.0
2019-11-15,Other food at home,4196.0,211.798,1.833,3.0,Food at home,4200.0
2019-11-15,Sugar and sweets,7995.0,223.429,0.279,4.0,Other food at home,4196.0
2019-11-15,Sugar and artificial sweeteners,3199.0,191.794,0.042,5.0,Sugar and sweets,7995.0
2019-11-15,Candy and chewing gum,741.0,153.73,0.184,5.0,Sugar and sweets,7995.0
2019-11-15,Other sweets,315.0,153.82,0.054,5.0,Sugar and sweets,7995.0
2019-11-15,Fats and oils,3612.0,225.662,0.214,4.0,Other food at home,4196.0
2019-11-15,Butter and margarine,3369.0,204.062,0.061,5.0,Fats and oils,3612.0
2019-11-15,Butter,4789.0,242.139,0.03,6.0,Butter and margarine,3369.0
2019-11-15,Margarine,1265.0,300.531,0.03,6.0,Butter and margarine,3369.0
2019-11-15,Salad dressing,7.0,129.642,0.052,5.0,Fats and oils,3612.0
2019-11-15,Other fats and oils including peanut butter,6039.0,155.874,0.101,5.0,Fats and oils,3612.0
2019-11-15,Peanut butter,3774.0,152.233,0.1,6.0,Other fats and oils including peanut butter,6039.0
2019-11-15,Other foods,9728.0,225.711,1.34,5.0,Fats and oils,3612.0
2019-11-15,Soups,1351.0,245.155,0.081,6.0,Other foods,9728.0
2019-11-15,Frozen and freeze dried prepared foods,1434.0,168.087,0.234,6.0,Other foods,9728.0
2019-11-15,Snacks,7570.0,251.09,0.31,6.0,Other foods,9728.0
2019-11-15,"Spices, seasonings, condiments, sauces",4846.0,243.159,0.272,6.0,Other foods,9728.0
2019-11-15,Salt and other seasonings and spices,5517.0,154.494,0.067,7.0,"Spices, seasonings, condiments, sauces",4846.0
2019-11-15,Sauces and gravies,8728.0,138.465,0.067,7.0,"Spices, seasonings, condiments, sauces",4846.0
2019-11-15,Other condiments,2190.0,279.912,0.067,7.0,"Spices, seasonings, condiments, sauces",4846.0
2019-11-15,Baby food,4929.0,170.38,0.051,6.0,Other foods,9728.0
2019-11-15,Other miscellaneous foods,5930.0,133.558,0.393,6.0,Other foods,9728.0
2019-11-15,Prepared salads,2722.0,128.787,0.401,7.0,Other miscellaneous foods,5930.0
2019-11-15,Food away from home,1345.0,287.255,6.06,2.0,Food,4934.0
2019-11-15,Full service meals and snacks,3598.0,178.585,3.009,3.0,Food away from home,1345.0
2019-11-15,Limited service meals and snacks,8446.0,183.32,2.581,3.0,Food away from home,1345.0
2019-11-15,Food at employee sites and schools,9101.0,183.068,0.182,3.0,Food away from home,1345.0
2019-11-15,Food at elementary and secondary schools,4625.0,152.243,0.183,4.0,Food at employee sites and schools,9101.0
2019-11-15,Food from vending machines and mobile vendors,6369.0,169.395,0.092,3.0,Food away from home,1345.0
2019-11-15,Other food away from home,1346.0,198.339,0.197,3.0,Food away from home,1345.0
2019-11-15,Energy,7558.0,218.009,7.19,1.0,All items,8106.0
2019-11-15,Energy commodities,8995.0,241.059,3.829,2.0,Energy,7558.0
2019-11-15,Fuel oil and other fuels,416.0,280.297,0.188,3.0,Energy commodities,8995.0
2019-11-15,Fuel oil,5177.0,284.016,0.113,4.0,Fuel oil and other fuels,416.0
2019-11-15,"Propane, kerosene, and firewood",2320.0,323.027,0.075,4.0,Fuel oil and other fuels,416.0
2019-11-15,Motor fuel,3840.0,237.046,3.641,3.0,Private transportation,3815.0
2019-11-15,Gasoline all types,789.0,235.884,3.931,4.0,Motor fuel,3840.0
2019-11-15,"Gasoline, unleaded regular",4879.0,230.294,1.22366666666667,5.0,Gasoline,9206.0
2019-11-15,"Gasoline, unleaded midgrade",5687.0,256.534,1.22366666666667,5.0,Gasoline,9206.0
2019-11-15,"Gasoline, unleaded premium",6324.0,254.475,1.22366666666667,5.0,Gasoline,9206.0
2019-11-15,Other motor fuels,8206.0,219.776,0.085,4.0,Motor fuel,3840.0
2019-11-15,Energy services,4748.0,205.258,3.361,2.0,Energy,7558.0
2019-11-15,Electricity,1202.0,215.505,2.594,3.0,Energy services,4748.0
2019-11-15,All items less food and energy,5306.0,265.62,79.446,1.0,All items,8106.0
2019-11-15,Commodities less food and energy commodities,4935.0,144.397,19.624,2.0,All items less food and energy,5306.0
2019-11-15,Household furnishings and supplies,5562.0,90.796,3.394,3.0,Commodities less food and energy commodities,4935.0
2019-11-15,Window and floor coverings and other linens,8669.0,54.557,0.257,4.0,Household furnishings and supplies,5562.0
2019-11-15,Floor coverings,7171.0,111.1,0.055,5.0,Window and floor coverings and other linens,8669.0
2019-11-15,Window coverings,6848.0,60.762,0.046,5.0,Window and floor coverings and other linens,8669.0
2019-11-15,Other linens,5777.0,41.161,0.156,5.0,Window and floor coverings and other linens,8669.0
2019-11-15,Furniture and bedding,730.0,114.018,0.895,4.0,Household furnishings and supplies,5562.0
2019-11-15,Bedroom furniture,6797.0,130.478,0.324,5.0,Furniture and bedding,730.0
2019-11-15,"Living room, kitchen, and dining room furniture",2452.0,88.454,0.433,5.0,Furniture and bedding,730.0
2019-11-15,Other furniture,7326.0,67.142,0.128,5.0,Furniture and bedding,730.0
2019-11-15,Appliances,3958.0,77.945,0.219,4.0,Household furnishings and supplies,5562.0
2019-11-15,Major appliances,5082.0,82.621,0.081,5.0,Appliances,3958.0
2019-11-15,Laundry equipment,8105.0,94.288,0.081,6.0,Major appliances,5082.0
2019-11-15,Other appliances,1467.0,68.542,0.134,5.0,Appliances,3958.0
2019-11-15,Other household equipment and furnishings,6715.0,50.695,0.507,4.0,Household furnishings and supplies,5562.0
2019-11-15,"Clocks, lamps, and decorator items",4790.0,37.395,0.28,5.0,Other household equipment and furnishings,6715.0
2019-11-15,Indoor plants and flowers,6096.0,131.927,0.094,5.0,Other household equipment and furnishings,6715.0
2019-11-15,Dishes and flatware,3747.0,47.272,0.052,5.0,Other household equipment and furnishings,6715.0
2019-11-15,Nonelectric cookware and tableware,9874.0,78.94,0.081,5.0,Other household equipment and furnishings,6715.0
2019-11-15,"Tools, hardware, outdoor equipment and supplies",6044.0,90.679,0.676,4.0,Household furnishings and supplies,5562.0
2019-11-15,"Tools, hardware and supplies",5668.0,98.118,0.2,5.0,"Tools, hardware, outdoor equipment and supplies",6044.0
2019-11-15,Outdoor equipment and supplies,4623.0,86.977,0.313,5.0,"Tools, hardware, outdoor equipment and supplies",6044.0
2019-11-15,Housekeeping supplies,2307.0,190.082,0.839,4.0,Household furnishings and supplies,5562.0
2019-11-15,Household cleaning products,6610.0,120.526,0.331,5.0,Housekeeping supplies,2307.0
2019-11-15,Household paper products,5202.0,178.201,0.222,5.0,Housekeeping supplies,2307.0
2019-11-15,Miscellaneous household products,8293.0,118.341,0.286,5.0,Housekeeping supplies,2307.0
2019-11-15,Apparel,5516.0,122.597,3.065,3.0,Commodities less food and energy commodities,4935.0
2019-11-15,Men’s and boys’ apparel,2395.0,116.685,0.784,4.0,Apparel,5516.0
2019-11-15,Men’s apparel,7821.0,119.119,0.603,5.0,Men’s and boys’ apparel,2395.0
2019-11-15,"Men’s suits, sport coats, and outerwear",2606.0,109.481,0.112,6.0,Men's apparel,7821.0
2019-11-15,Men’s shirts and sweaters,7018.0,74.076,0.175,6.0,Men's apparel,7821.0
2019-11-15,Men’s pants and shorts,6934.0,116.4,0.156,6.0,Men's apparel,7821.0
2019-11-15,Boys’ apparel,3935.0,105.426,0.181,5.0,Men’s and boys’ apparel,2395.0
2019-11-15,Women’s and girls’ apparel,7374.0,104.47,1.226,4.0,Apparel,5516.0
2019-11-15,Women’s apparel,8387.0,106.93,1.045,5.0,Women’s and girls’ apparel,7374.0
2019-11-15,Women’s outerwear,7718.0,99.033,0.073,6.0,Women's apparel,8387.0
2019-11-15,Women’s dresses,452.0,112.897,0.127,6.0,Women's apparel,8387.0
2019-11-15,Women’s suits and separates,9350.0,73.827,0.55,6.0,Women's apparel,8387.0
2019-11-15,"Women’s underwear, nightwear, sportswear and accessories",9498.0,103.388,0.283,6.0,Women's apparel,8387.0
2019-11-15,Girls’ apparel,7561.0,92.17,0.181,5.0,Women’s and girls’ apparel,7374.0
2019-11-15,Footwear,7182.0,137.544,0.674,4.0,Apparel,5516.0
2019-11-15,Men’s footwear,369.0,141.208,0.219,5.0,Footwear,7182.0
2019-11-15,Boys’ and girls’ footwear,9448.0,156.529,0.162,5.0,Footwear,7182.0
2019-11-15,Women’s footwear,4044.0,125.014,0.293,5.0,Footwear,7182.0
2019-11-15,Infants’ and toddlers’ apparel,2101.0,115.796,0.138,4.0,Apparel,5516.0
2019-11-15,Jewelry and watches,546.0,172.913,0.243,4.0,Apparel,5516.0
2019-11-15,Watches,6459.0,140.624,0.092,5.0,Jewelry and watches,546.0
2019-11-15,Jewelry,3237.0,172.315,0.151,5.0,Jewelry and watches,546.0
2019-11-15,Transportation commodities less motor fuel,690.0,105.144,6.621,3.0,Commodities less food and energy commodities,4935.0
2019-11-15,New vehicles,4291.0,146.309,3.729,4.0,New and used motor vehicles,2973.0
2019-11-15,New cars and trucks,8642.0,101.386,3.724,5.0,New vehicles,4291.0
2019-11-15,New cars,5782.0,142.457,1.862,6.0,New cars and trucks,8642.0
2019-11-15,New trucks,9870.0,155.69,1.862,6.0,New cars and trucks,8642.0
2019-11-15,Used cars and trucks,2211.0,141.561,2.397,4.0,New vehicles,4291.0
2019-11-15,Motor vehicle parts and equipment,449.0,147.608,0.382,4.0,New vehicles,4291.0
2019-11-15,Tires,6900.0,125.742,0.227,5.0,Motor vehicle parts and equipment,449.0
2019-11-15,Vehicle accessories other than tires,1564.0,177.531,0.155,5.0,Motor vehicle parts and equipment,449.0
2019-11-15,Vehicle parts and equipment other than tires,307.0,167.719,0.078,6.0,Vehicle accessories other than tires,1564.0
2019-11-15,"Motor oil, coolant, and fluids",9435.0,389.716,0.078,6.0,Vehicle accessories other than tires,1564.0
2019-11-15,Medical care commodities,5635.0,384.043,1.696,3.0,Commodities less food and energy commodities,4935.0
2019-11-15,Medicinal drugs,5658.0,125.665,1.638,4.0,Medical care commodities,5635.0
2019-11-15,Prescription drugs,1369.0,530.466,1.302,5.0,Medicinal drugs,5658.0
2019-11-15,Nonprescription drugs,8558.0,98.237,0.337,5.0,Medicinal drugs,5658.0
2019-11-15,Medical equipment and supplies,3514.0,103.465,0.057,4.0,Medical care commodities,5635.0
2019-11-15,Recreation commodities,6582.0,80.153,1.796,3.0,Commodities less food and energy commodities,4935.0
2019-11-15,Video and audio products,5590.0,37.825,0.222,4.0,Recreation commodities,6582.0
2019-11-15,Televisions,5433.0,1.467,0.096,5.0,Video and audio products,5590.0
2019-11-15,Other video equipment,4138.0,9.534,0.027,5.0,Video and audio products,5590.0
2019-11-15,Audio equipment,7859.0,27.066,0.044,5.0,Video and audio products,5590.0
2019-11-15,Recorded music and music subscriptions,737.0,80.586,0.047,5.0,Video and audio products,5590.0
2019-11-15,Pets and pet products,7156.0,205.186,0.608,4.0,Recreation commodities,6582.0
2019-11-15,Pet food,4226.0,156.5,0.3025,5.0,Pets and pet products,7156.0
2019-11-15,"Purchase of pets, pet supplies, accessories",8808.0,117.942,0.3025,5.0,Pets and pet products,7156.0
2019-11-15,Sporting goods,172.0,114.691,0.493,4.0,Recreation commodities,6582.0
2019-11-15,Sports vehicles including bicycles,4414.0,158.258,0.286,5.0,Sporting goods,172.0
2019-11-15,Sports equipment,2216.0,77.498,0.2,5.0,Sporting goods,172.0
2019-11-15,Photographic equipment and supplies,8921.0,54.933,0.032,4.0,Recreation commodities,6582.0
2019-11-15,Photographic equipment,6539.0,23.074,0.0165,5.0,Photographic equipment and supplies,8921.0
2019-11-15,Recreational reading materials,7963.0,262.555,0.115,4.0,Recreation commodities,6582.0
2019-11-15,Newspapers and magazines,7582.0,195.332,0.07,5.0,Recreational reading materials,7963.0
2019-11-15,Recreational books,3331.0,96.211,0.045,5.0,Recreational reading materials,7963.0
2019-11-15,Other recreational goods,4278.0,34.651,0.326,4.0,Recreation commodities,6582.0
2019-11-15,Toys,3103.0,30.356,0.255,5.0,Other recreational goods,4278.0
2019-11-15,"Toys, games, hobbies and playground equipment",8350.0,37.927,0.252,6.0,Toys,3103.0
2019-11-15,"Sewing machines, fabric and supplies",8663.0,99.842,0.025,5.0,Other recreational goods,4278.0
2019-11-15,Music instruments and accessories,3628.0,105.324,0.035,5.0,Other recreational goods,4278.0
2019-11-15,Education and communication commodities,4699.0,70.398,0.527,3.0,Commodities less food and energy commodities,4935.0
2019-11-15,Educational books and supplies,5985.0,677.675,0.13,4.0,Education and communication commodities,4699.0
2019-11-15,College textbooks,7979.0,235.006,0.131,5.0,Educational books and supplies,5985.0
2019-11-15,Information technology commodities,7569.0,50.5,0.397,4.0,Education and communication commodities,4699.0
2019-11-15,Computer software and accessories,6021.0,28.077,0.024,5.0,Information technology commodities,7569.0
2019-11-15,"Telephone hardware, calculators, and other consumer information items",2940.0,15.393,0.07,5.0,Information technology commodities,7569.0
2019-11-15,Alcoholic beverages,7635.0,252.165,0.972,3.0,Commodities less food and energy commodities,4935.0
2019-11-15,Alcoholic beverages at home,2422.0,204.667,0.607,4.0,Alcoholic beverages,7635.0
2019-11-15,"Beer, ale, and other malt beverages at home",2456.0,229.752,0.27,5.0,Alcoholic beverages at home,2422.0
2019-11-15,Distilled spirits at home,6418.0,191.498,0.082,5.0,Alcoholic beverages at home,2422.0
2019-11-15,Whiskey at home,2132.0,204.246,0.0405,6.0,Distilled spirits at home,6418.0
2019-11-15,"Distilled spirits, excluding whiskey, at home",2863.0,187.302,0.0405,6.0,Distilled spirits at home,6418.0
2019-11-15,Wine at home,9946.0,171.425,0.255,5.0,Alcoholic beverages at home,2422.0
2019-11-15,Alcoholic beverages away from home,5080.0,355.902,0.365,4.0,Alcoholic beverages,7635.0
2019-11-15,"Beer, ale, and other malt beverages away from home",9333.0,174.305,0.122666666666667,5.0,Alcoholic beverages away from home,5080.0
2019-11-15,Wine away from home,2743.0,192.161,0.122666666666667,5.0,Alcoholic beverages away from home,5080.0
2019-11-15,Distilled spirits away from home,6508.0,192.692,0.122666666666667,5.0,Alcoholic beverages away from home,5080.0
2019-11-15,Other goods,5557.0,115.748,1.553,3.0,Commodities less food and energy commodities,4935.0
2019-11-15,Tobacco and smoking products,949.0,1137.941,0.66,4.0,Other goods,5557.0
2019-11-15,Cigarettes,4451.0,466.672,0.585,5.0,Tobacco and smoking products,949.0
2019-11-15,Tobacco products other than cigarettes,620.0,283.894,0.06,5.0,Tobacco and smoking products,949.0
2019-11-15,Personal care products,1231.0,161.193,0.684,4.0,Other goods,5557.0
2019-11-15,"Hair, dental, shaving, and miscellaneous personal care products",6501.0,103.776,0.38,5.0,Personal care products,1231.0
2019-11-15,"Cosmetics, perfume, bath, nail preparations and implements",9308.0,182.375,0.298,5.0,Personal care products,1231.0
2019-11-15,Miscellaneous personal goods,1381.0,75.956,0.208,4.0,Other goods,5557.0
2019-11-15,"Stationery, stationery supplies, gift wrap",8917.0,155.241,0.0995,5.0,Miscellaneous personal goods,1381.0
2019-11-15,Infants’ equipment,1551.0,68.185,0.0995,5.0,Miscellaneous personal goods,1381.0
2019-11-15,Services less energy services,1033.0,341.325,59.822,2.0,All items less food and energy,5306.0
2019-11-15,Shelter,8742.0,321.51,33.293,3.0,Services less energy services,1033.0
2019-11-15,Rent of shelter,8577.0,335.143,32.919,4.0,Shelter,8742.0
2019-11-15,Rent of primary residence,4363.0,335.33,7.932,5.0,Rent of shelter,8577.0
2019-11-15,Lodging away from home,5762.0,164.209,0.962,5.0,Rent of shelter,8577.0
2019-11-15,"Housing at school, excluding board",9153.0,565.968,0.114,6.0,Lodging away from home,5762.0
2019-11-15,Other lodging away from home including hotels and motels,4418.0,335.326,0.848,6.0,Lodging away from home,5762.0
2019-11-15,Owners’ equivalent rent of primary residence,2972.0,329.351,22.685,6.0,Rent of shelter,8577.0
2019-11-15,Tenants’ and household insurance,7981.0,151.842,0.373,5.0,Rent of shelter,8577.0
2019-11-15,Water and sewer and trash collection services,3706.0,247.65,1.094,4.0,Shelter,8742.0
2019-11-15,Water and sewerage maintenance,6884.0,575.572,0.826,5.0,Water and sewer and trash collection services,3706.0
2019-11-15,Garbage and trash collection,5291.0,486.485,0.268,5.0,Water and sewer and trash collection services,3706.0
2019-11-15,Household operations,8871.0,197.336,0.888,4.0,Shelter,8742.0
2019-11-15,Domestic services,500.0,172.001,0.305,5.0,Household operations,8871.0
2019-11-15,Gardening and lawncare services,2729.0,211.474,0.298,5.0,Household operations,8871.0
2019-11-15,"Moving, storage, freight expense",133.0,170.007,0.102,5.0,Household operations,8871.0
2019-11-15,Repair of household items,5703.0,270.743,0.107,5.0,Household operations,8871.0
2019-11-15,Medical care services,7803.0,549.025,7.0,4.0,Shelter,8742.0
2019-11-15,Professional services,3965.0,385.499,3.259,5.0,Medical care services,7803.0
2019-11-15,Physicians’ services,3292.0,385.62,1.735,6.0,Professional services,3965.0
2019-11-15,Dental services,9008.0,502.75,0.79,6.0,Professional services,3965.0
2019-11-15,Eyeglasses and eye care,7622.0,192.157,0.317,6.0,Professional services,3965.0
2019-11-15,Services by other medical professionals,1206.0,239.923,0.416,6.0,Professional services,3965.0
2019-11-15,Hospital and related services,2710.0,904.137,2.617,5.0,Medical care services,7803.0
2019-11-15,Hospital services,8080.0,346.651,2.335,6.0,Hospital and related services,2710.0
2019-11-15,Inpatient hospital services,4750.0,337.766,1.17,7.0,Hospital services,8080.0
2019-11-15,Outpatient hospital services,6764.0,761.081,1.17,7.0,Hospital services,8080.0
2019-11-15,Nursing homes and adult day services,1344.0,237.648,0.195,6.0,Hospital and related services,2710.0
2019-11-15,Care of invalids and elderly at home,4778.0,124.421,0.088,6.0,Hospital and related services,2710.0
2019-11-15,Health insurance,4532.0,166.852,1.124,5.0,Medical care services,7803.0
2019-11-15,Transportation services,6999.0,327.153,5.962,4.0,Shelter,8742.0
2019-11-15,Leased cars and trucks,1063.0,85.841,0.64,5.0,Transportation services,6999.0
2019-11-15,Car and truck rental,1556.0,139.89,0.108,5.0,Leased cars and trucks,1063.0
2019-11-15,Motor vehicle maintenance and repair,9790.0,299.26,1.13,5.0,Transportation services,6999.0
2019-11-15,Motor vehicle body work,887.0,318.36,0.056,6.0,Motor vehicle maintenance and repair,9790.0
2019-11-15,Motor vehicle maintenance and servicing,7497.0,272.934,0.638,6.0,Motor vehicle maintenance and repair,9790.0
2019-11-15,Motor vehicle repair,1809.0,180.352,0.371,6.0,Motor vehicle maintenance and repair,9790.0
2019-11-15,Motor vehicle insurance,6978.0,571.279,2.407,5.0,Transportation services,6999.0
2019-11-15,Motor vehicle fees,505.0,194.994,0.545,5.0,Transportation services,6999.0
2019-11-15,State motor vehicle registration and license fees,1183.0,183.185,0.28,6.0,Motor vehicle fees,505.0
2019-11-15,Parking and other fees,759.0,213.915,0.247,6.0,Motor vehicle fees,505.0
2019-11-15,Parking fees and tolls,6375.0,240.332,0.1225,7.0,Parking and other fees,759.0
2019-11-15,Public transportation,4134.0,263.282,1.133,5.0,Transportation services,6999.0
2019-11-15,Airline fare,935.0,270.438,0.684,6.0,Public transportation,4134.0
2019-11-15,Other intercity transportation,9574.0,158.7,0.164,6.0,Public transportation,4134.0
2019-11-15,Intercity bus fare,1711.0,170.179,0.055666666666667,7.0,Other intercity transportation,9574.0
2019-11-15,Ship fare,5148.0,63.234,0.055666666666667,7.0,Other intercity transportation,9574.0
2019-11-15,Intracity transportation,2740.0,326.193,0.278,6.0,Public transportation,4134.0
2019-11-15,Intracity mass transit,17.0,130.55,0.278,7.0,Intracity transportation,2740.0
2019-11-15,Recreation services,8585.0,126.058,3.892,4.0,Shelter,8742.0
2019-11-15,Video and audio services,4757.0,129.422,1.605,5.0,Recreation services,8585.0
2019-11-15,Cable and satellite television and radio service,9512.0,487.272,1.515,6.0,Video and audio services,4757.0
2019-11-15,"Video discs and other media, including rental of video and audio",210.0,72.148,0.091,6.0,Video and audio services,4757.0
2019-11-15,Video discs and other media,6541.0,35.788,0.043,7.0,"Video discs and other media, including rental of video and audio",210.0
2019-11-15,Rental of video or audio discs and other media,3098.0,136.219,0.043,7.0,"Video discs and other media, including rental of video and audio",210.0
2019-11-15,Pet services including veterinary,1219.0,257.156,0.42,5.0,Recreation services,8585.0
2019-11-15,Pet services,674.0,197.415,0.2085,6.0,Pet services including veterinary,1219.0
2019-11-15,Veterinarian services,9003.0,271.521,0.2085,6.0,Pet services including veterinary,1219.0
2019-11-15,Photographers and film processing,2424.0,118.919,0.038,5.0,Recreation services,8585.0
2019-11-15,Photographer fees,4201.0,122.596,0.0195,6.0,Photographers and film processing,2424.0
2019-11-15,Other recreation services,9744.0,174.207,1.827,5.0,Recreation services,8585.0
2019-11-15,Admissions,9746.0,397.007,0.647,6.0,Other recreation services,9744.0
2019-11-15,"Admission to movies, theaters, and concerts",290.0,188.09,0.331,7.0,Admissions,9746.0
2019-11-15,Admission to sporting events,5779.0,232.212,0.331,7.0,Admissions,9746.0
2019-11-15,Fees for lessons or instructions,9529.0,320.39,0.219,6.0,Other recreation services,9744.0
2019-11-15,Education and communication services,3707.0,111.764,6.038,4.0,Shelter,8742.0
2019-11-15,"Tuition, other school fees, and childcare",2308.0,767.176,2.911,5.0,Education and communication services,3707.0
2019-11-15,College tuition and fees,3878.0,867.833,1.615,6.0,"Tuition, other school fees, and childcare",2308.0
2019-11-15,Elementary and high school tuition and fees,4671.0,874.553,0.336,6.0,"Tuition, other school fees, and childcare",2308.0
2019-11-15,Child care and nursery school,7798.0,306.756,0.808,6.0,"Tuition, other school fees, and childcare",2308.0
2019-11-15,Technical and business school tuition and fees,3162.0,254.567,0.032,6.0,"Tuition, other school fees, and childcare",2308.0
2019-11-15,Postage and delivery services,594.0,196.798,0.113,5.0,Education and communication services,3707.0
2019-11-15,Postage,8784.0,309.222,0.099,6.0,Postage and delivery services,594.0
2019-11-15,Delivery services,3028.0,322.019,0.014,6.0,Postage and delivery services,594.0
2019-11-15,Telephone services,2405.0,90.172,2.219,5.0,Education and communication services,3707.0
2019-11-15,Wireless telephone services,655.0,46.387,1.647,6.0,Telephone services,2405.0
2019-11-15,Land-line telephone services,7646.0,125.027,0.573,6.0,Telephone services,2405.0
2019-11-15,Internet services and electronic information providers,4310.0,77.77,0.786,5.0,Education and communication services,3707.0
2019-11-15,Other personal services,2259.0,125.823,1.654,4.0,Shelter,8742.0
2019-11-15,Personal care services,1191.0,274.682,0.632,5.0,Other personal services,2259.0
2019-11-15,Haircuts and other personal care services,9359.0,167.601,0.632,6.0,Personal care services,1191.0
2019-11-15,Miscellaneous personal services,6567.0,451.344,1.022,5.0,Other personal services,2259.0
2019-11-15,Legal services,2429.0,364.384,0.308,6.0,Miscellaneous personal services,6567.0
2019-11-15,Funeral expenses,2175.0,339.836,0.128,6.0,Miscellaneous personal services,6567.0
2019-11-15,Laundry and dry cleaning services,4.0,177.883,0.241,6.0,Miscellaneous personal services,6567.0
2019-11-15,Apparel services other than laundry and dry cleaning,7034.0,201.64,0.029,6.0,Miscellaneous personal services,6567.0
2019-11-15,Financial services,7291.0,364.68,0.244,6.0,Miscellaneous personal services,6567.0
2019-11-15,Checking account and other bank services,9594.0,172.617,0.1205,7.0,Financial services,7291.0
2019-11-15,Tax return preparation and other accounting fees,4786.0,253.194,0.1205,7.0,Financial services,7291.0
2019-11-15,All items less food,3531.0,257.641,86.636,1.0,All items,8106.0
2019-11-15,All items less shelter,7199.0,236.073,66.707,1.0,All items,8106.0
2019-11-15,All items less food and shelter,4114.0,229.855,53.343,1.0,All items,8106.0
2019-11-15,"All items less food, shelter, and energy",5789.0,234.608,46.153,1.0,All items,8106.0
2019-11-15,"All items less food, shelter, energy, and used cars and trucks",2208.0,240.317,43.756,1.0,All items,8106.0
2019-11-15,All items less medical care,2047.0,245.91,91.304,1.0,All items,8106.0
2019-11-15,All items less energy,4604.0,264.016,92.81,1.0,All items,8106.0
2019-11-15,Commodities,704.0,185.979,36.817,1.0,All items,8106.0
2019-11-15,"Commodities less food, energy, and used cars and trucks",9826.0,145.281,17.227,2.0,Commodities,704.0
2019-11-15,Commodities less food,5867.0,153.354,23.453,2.0,Commodities,704.0
2019-11-15,Commodities less food and beverages,3891.0,149.965,22.48,2.0,Commodities,704.0
2019-11-15,Services,9735.0,328.905,63.183,1.0,All items,8106.0
2019-11-15,Services less rent of shelter,9058.0,347.182,30.264,2.0,Services,9735.0
2019-11-15,Services less medical care services,5145.0,312.305,56.183,2.0,Services,9735.0
2019-11-15,Durables,2665.0,104.701,9.975,1.0,All items,8106.0
2019-11-15,Nondurables,818.0,228.054,26.842,1.0,All items,8106.0
2019-11-15,Nondurables less food,6247.0,200.629,13.477,2.0,Nondurables,818.0
2019-11-15,Nondurables less food and beverages,7080.0,197.406,12.505,2.0,Nondurables,818.0
2019-11-15,"Nondurables less food, beverages, and apparel",1465.0,248.613,9.44,2.0,Nondurables,818.0
2019-11-15,Nondurables less food and apparel,5488.0,247.758,10.412,2.0,Nondurables,818.0
2019-11-15,Housing,6803.0,268.631,42.217,1.0,All items,8106.0
2019-11-15,Education and communication,1868.0,138.522,6.565,1.0,All items,8106.0
2019-11-15,Education,314.0,267.193,3.041,2.0,Education and communication,1868.0
2019-11-15,Communication,5970.0,73.586,3.524,2.0,Education and communication,1868.0
2019-11-15,Information and information processing,8625.0,69.56,3.411,3.0,Communication,5970.0
2019-11-15,"Information technology, hardware and services",5358.0,7.373,1.192,3.0,Communication,5970.0
2019-11-15,Recreation,8575.0,121.855,5.688,1.0,All items,8106.0
2019-11-15,Video and audio,5618.0,105.452,1.827,2.0,Recreation,8575.0
2019-11-15,"Pets, pet products and services",9321.0,179.781,1.027,2.0,Recreation,8575.0
2019-11-15,Photography,9325.0,73.911,0.072,2.0,Recreation,8575.0
2019-11-15,Food and beverages,9257.0,259.284,14.337,1.0,All items,8106.0
2019-11-15,Domestically produced farm food,612.0,250.181,6.089,2.0,Food and beverages,9257.0
2019-11-15,Other services,6741.0,362.298,11.584,1.0,All items,8106.0
2019-11-15,Apparel less footwear,3242.0,114.637,2.392,1.0,All items,8106.0
2019-11-15,Fuels and utilities,5463.0,244.842,4.643,1.0,All items,8106.0
2019-11-15,Household energy,396.0,201.707,3.549,2.0,Fuels and utilities,5463.0
2019-11-15,Medical care,3411.0,508.766,8.696,1.0,All items,8106.0
2019-11-15,Transportation,6812.0,211.66,16.224,1.0,All items,8106.0
2019-11-15,Private transportation,3815.0,207.224,15.091,2.0,Transportation,6812.0
2019-11-15,New and used motor vehicles,2973.0,99.737,6.987,3.0,Private transportation,3815.0
2019-11-15,Utilities and public transportation,7939.0,220.437,9.322,1.0,All items,8106.0
2019-11-15,Household furnishings and operations,9339.0,124.384,4.282,1.0,All items,8106.0
2019-11-15,Other goods and services,8488.0,455.846,3.207,1.0,All items,8106.0
2019-11-15,Personal care,6986.0,235.797,2.547,2.0,Other goods and services,8488.0
